key,gid,title,ko,en,title_en,src,aip,status,note
40:1,40,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다. * 주기장 40번은 항공기 후면 후류 영향이 없도록 Nose Gear가 43번 주기장 뒤에 위치하도록 푸쉬백,"The aircraft shall be pushed back onto taxilane R4 to face north. The aircraft of gate 40 shall be pushed back to face north until gate 43 to minimize jet blast effect. * At gate 40, the aircraft is pushed back until its nosewheel is past gate 43, to minimize jet blast effect behind the aircraft.",,aip+tr,AMDT 7/26,review,
41:0,41,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face south.,,aip,AMDT 7/26,review,
41:1,41,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face north. The aircraft of gate 40 shall be pushed back to face north until gate 43 to minimize jet blast effect.,,aip,AMDT 7/26,review,
42:0,42,Pushback Approved to Face South,"항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다. * 주기장 42,43은 항공기 후면 후류 영향이 없도록 Nose Gear가 40번 주기장 뒤에 위치하도록 푸쉬백","The aircraft shall be pushed back onto taxilane R4 to face south. * At gates 42 and 43, the aircraft is pushed back until its nosewheel is past gate 40, to minimize jet blast effect behind the aircraft.",,aip+tr,AMDT 7/26,review,
42:1,42,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face north. The aircraft of gate 40 shall be pushed back to face north until gate 43 to minimize jet blast effect.,,aip,AMDT 7/26,review,
43:0,43,Pushback Approved to Face South,"항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다. * 주기장 42,43은 항공기 후면 후류 영향이 없도록 Nose Gear가 40번 주기장 뒤에 위치하도록 푸쉬백","The aircraft shall be pushed back onto taxilane R4 to face south. * At gates 42 and 43, the aircraft is pushed back until its nosewheel is past gate 40, to minimize jet blast effect behind the aircraft.",,tr,,review,
43:1,43,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face north.,,tr,,review,
45:0,45,Pushback Approved to Face South (abeam Gate No.),"항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다. * 주기장 45번은 항공기 후면 후류 영향이 없도록 Blue Line을 따라 푸쉬백 * “Abeam Gate 47”라는 지시를 추가로 받을 경우, M5 유도로 사용이 가능하도록 푸쉬백","The aircraft shall be pushed back onto taxilane R4 to face south. * At gate 45, the aircraft is pushed back along blue line to minimize jet blast effect behind the aircraft. * When “abeam Gate 47” is added to the pushback clearance, the aircraft is pushed back so that taxiway M5 remains available.",,aip+tr,,review,
45:1,45,Pushback Approved to Face North (abeam Gate No.),"항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다. * 주기장 45번은 항공기 후면 후류 영향이 없도록 Blue Line을 따라 푸쉬백 * “Abeam Gate 47”라는 지시를 추가로 받을 경우, M5 유도로 사용이 가능하도록 푸쉬백","The aircraft shall be pushed back onto taxilane R4 to face north. * At gate 45, the aircraft is pushed back along blue line to minimize jet blast effect behind the aircraft. * When “abeam Gate 47” is added to the pushback clearance, the aircraft is pushed back so that taxiway M5 remains available.",,aip+tr,AMDT 7/26,review,
45:2,45,Pushback Approved to Face South on R6,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R6 유도선에 위치하도록 푸쉬백한다. * M6 유도로 개방,The aircraft shall be pushed back onto taxilane R6 to face south. * Keep taxiway M6 clear.,,aip+tr,AMDT 7/26,review,
46:0,46,Pushback Approved to Face South (abeam Gate No.),"항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다. * “Abeam Gate 47”라는 지시를 추가로 받을 경우, M5 유도로 사용이 가능하도록 푸쉬백","The aircraft shall be pushed back onto taxilane R4 to face south. * When “abeam Gate 47” is added to the pushback clearance, the aircraft is pushed back so that taxiway M5 remains available.",,aip+tr,,review,
46:1,46,Pushback Approved to Face North (abeam Gate No.),"항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다. * “Abeam Gate 47”라는 지시를 추가로 받을 경우, M5 유도로 사용이 가능하도록 푸쉬백","The aircraft shall be pushed back onto taxilane R4 to face north. * When “abeam Gate 47” is added to the pushback clearance, the aircraft is pushed back so that taxiway M5 remains available.",,aip+tr,AMDT 7/26,review,
46:2,46,Pushback Approved to Face South on R6,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R6 유도선에 위치하도록 푸쉬백한다. * M6 유도로 개방,The aircraft shall be pushed back onto taxilane R6 to face south. * Keep taxiway M6 clear.,,aip+tr,AMDT 7/26,review,
47:0,47,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다. * 주기장 47번에서 기수가 북쪽으로 후방견인시 M5유도로 이동항공기에 지장 없도록 푸쉬백,"The aircraft shall be pushed back onto taxilane R4 to face north. * At gate 47, when pushed back to face north, the aircraft is pushed back so as not to affect aircraft taxiing on taxiway M5.",,aip+tr,AMDT 7/26,review,
47:1,47,Pushback Approved to Face South on R6,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R6 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back to face south along taxilane R6.,,aip,AMDT 7/26,review,
47:2,47,Pushback Approved to Face South abeam Gate No,항공기 기수방향이 남쪽을 향하게 하고 지시된 주기장의 진입중심선까지 후방견인 하여 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back to face south along taxilane R4 until the specific gate position.,,aip,AMDT 7/26,review,
48:0,48,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face north.,,aip,AMDT 7/26,review,
48:1,48,Pushback Approved to Face South on R6,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R6 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back to face south along taxilane R6.,,aip,AMDT 7/26,review,
48:2,48,Pushback Approved to Face South abeam Gate No,항공기 기수방향이 남쪽을 향하게 하고 지시된 주기장의 진입중심선까지 후방견인 하여 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back to face south along taxilane R4 until the specific gate position.,,aip,AMDT 7/26,review,
49:0,49,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 blue line을 따라 푸쉬백하여 Nose Gear가 R4 유도선에 위치하도록 하며 항공기 후미는 후폭풍 방지벽을 향하도록 푸쉬백한다.,The aircraft shall be pushed back to face north along blue line until its nosewheel is at R4.,,aip,AMDT 7/26,review,
49:1,49,Pushback Approved to Point 5,항공기 기수방향이 북쪽을 향하게 하고 Yellow Line을 따라 푸쉬백하여 Point 5에 정확하게 Nose Gear를 정대시켜야 한다. L * 주기장 49번은 항공기 후면 후류 영향이 없도록 Blue Line을 따라 푸쉬백,"The aircraft shall be pushed back along yellow line until its nosewheel is at spot 5. * At gate 49, the aircraft is pushed back along blue line to minimize jet blast effect behind the aircraft.",,aip+tr,AMDT 7/26,review,
50:0,50,Pushback Approved to Point 5,항공기 기수방향이 북쪽을 향하게 하고 Yellow Line을 따라 푸쉬백하여 Point 5에 정확하게 Nose Gear를 정대시켜야 한다.,The aircraft shall be pushed back along yellow line until its nosewheel is at spot 5.,,aip,AMDT 7/26,review,
101:0,101,Pushback Approved to Face North,"항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다. * 필요시, R9로","The aircraft shall be pushed back onto taxilane R1 to face north. * When required, the aircraft is pushed back onto taxilane R9.",,aip+tr,AMDT 7/26,review,
101:1,101,Pushback,하는 절차가 사용 될 수 있다. 이때 R1유도로가 개방될 수 있도록 푸쉬백,"If necessary, a pushback onto taxilane R9 may be used instead. In that case the aircraft is pushed back so that taxilane R1 remains clear.",,tr,,review,
102:0,102,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다. 이때 GSE도로가 개방될 수 있도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face north. The aircraft is pushed back so that the GSE road remains clear.,,aip+tr,AMDT 7/26,review,
102:1,102,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 R9 유도선에 위치하도록 푸쉬백한다. * R1 유도로 개방,The aircraft shall be pushed back onto taxilane R9 to face east. * Keep taxilane R1 clear.,,aip+tr,AMDT 7/26,review,
103:0,103,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 AS 유도선에 위치하도록 푸쉬백한다. * R1 유도로 개방,The aircraft shall be pushed back onto taxilane AS to face east. * Keep taxilane R1 clear.,,aip+tr,AMDT 7/26,review,
103:1,103,Pushback Approved to Face South on R1,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다. * AS-R1-R8 구간 개방,The aircraft shall be pushed back onto taxilane R1 to face south. * Leaving the AS-R1-R8 section clear.,,aip+tr,AMDT 7/26,review,
104:0,104,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 R9 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R9 to face east.,,aip,AMDT 7/26,review,
104:1,104,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 R9 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R9 to face west.,,aip,AMDT 7/26,review,
105:0,105,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 AS 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane AS to face east.,,aip,AMDT 7/26,review,
105:1,105,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 AS 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane AS to face west.,,aip,AMDT 7/26,review,
106:0,106,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 R9 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R9 to face east.,,aip,AMDT 7/26,review,
106:1,106,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 R9 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R9 to face west.,,aip,AMDT 7/26,review,
107:0,107,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 AS 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane AS to face east.,,aip,AMDT 7/26,review,
107:1,107,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 AS 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane AS to face west.,,aip,AMDT 7/26,review,
108:0,108,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 R9 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R9 to face east.,,aip,AMDT 7/26,review,
108:1,108,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 R9 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R9 to face west.,,aip,AMDT 7/26,review,
109:0,109,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 AS 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane AS to face east.,,aip,AMDT 7/26,review,
109:1,109,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 AS 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane AS to face west.,,aip,AMDT 7/26,review,
110:0,110,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 R9 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R9 to face east.,,aip,AMDT 7/26,review,
110:1,110,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 R9 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R9 to face west.,,aip,AMDT 7/26,review,
111:0,111,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 AS 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane AS to face east.,,aip,AMDT 7/26,review,
